"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_INDEX|INDSTR","41",,"INDSTR","15120.6","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ALLCAP","36",,"ALLCAP","10542.39","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLCAP","31",,"SMLCAP","55622.6","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEFMC","32",,"BSEFMC","21775.78","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|REALTY","21",,"REALTY","7879.17","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMEIPO","27",,"SMEIPO","103431.65","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|LRGCAP","42",,"LRGCAP","9449.04","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE500","4",,"BSE500","35951.72","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|FINSER","40",,"FINSER","11574.84","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|AUTO","13",,"AUTO","54157.46","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECD","8",,"BSECD","61150.63","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MFG","35",,"MFG","1044.71","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|OILGAS","15",,"OILGAS","27707.56","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|UTILS","46",,"UTILS","6242.81","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|GREENX","25",,"GREENX","6483.22","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDSEL","43",,"MIDSEL","16971.46","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEHC","33",,"BSEHC","44097.59","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ENERGY","39",,"ENERGY","11884.54","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLSEL","44",,"SMLSEL","8269.76","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX","1",,"SENSEX","79724.12","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDCAP","30",,"MIDCAP","46284.43","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CONDIS","38",,"CONDIS","9955.52","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|COMDTY","37",,"COMDTY","7597.16","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BANKEX","12",,"BANKEX","58887.06","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CPSE","29",,"CPSE","3955.9","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TECK","11",,"TECK","18676.01","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|POWER","22",,"POWER","7896.49","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECG","7",,"BSECG","69577.84","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CARBON","26",,"CARBON","3754.32","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE200","3",,"BSE200","11178.97","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE100","2",,"BSE100","25651.87","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TELCOM","45",,"TELCOM","2898.96","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIPO","23",,"BSEIPO","16011.01","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIT","34",,"BSEIT","40514.0","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|INFRA","28",,"INFRA","650.52","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|METAL","14",,"METAL","31494.2","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEPSU","10",,"BSEPSU","20050.53","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX50","47",,"SENSEX50","25559.76","",,"",,"INDEX",,"BSE_INDEX"
"BSE_EQ|INE008B01013","524288","AIMCOPEST","AIMCO PESTICIDES LTD","100.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9079L01011","890200","IYKOTPP","IYKOT HITECH TOOLROOM LTD","11.35","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SJ2","939353","902SCL27","SCL90226327NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE499G01013","524314","GUJTERC","GUJARAT TERCE LABORATORIES LTD","91.68","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9624Z01014","890202","SOLARAPP","SOLARA ACTIVE PHARMA SCIENCES","484.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE999H07082","974380","7LKCP26A","LKCPL7261026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08915","956922","727NABAR32","NABARD72714932PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE323K01017","524322","KABRADG","KABRA DRUGS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE573R01012","524324","SEYAIND","SEYA INDUSTRIES LTD","29.78","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE704P01025","540678","COCHINSHIP","COCHIN SHIPYARD LIMITED","1524.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE785A01026","524330","JAYAGROGN","JAYANT AGROORGANICS LTD","292.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE412G01024","524332","BCLIND","BCL INDUSTRIES LIMITED","57.6","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE733E07KL3","958879","732NTPC29","NTPC73217729PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9671H01013","890205","SOBHAPP","SOBHA LIMITED","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065E01017","524336","SHHARICH","SHREE HARI CHEMICALS EXPORT LT","88.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE880L01014","540680","KIOCL","KIOCL LIMITED","335.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE803D01021","524342","INDOBORAX","INDO BORAX  CHEMICALS LTD","206.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE163N08115","959105","88OPAL25","OPAL88310032025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0CJZ08050","975071","10RGWSPL25","RGWSPL1011325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9220Z01011","890207","SHARATPP","SHARAT INDUSTRIES LTD","23.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE767A01016","524348","AARTIDRUGS","AARTI DRUGS LTD","487.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SS3","939361","1015SCFL29","SCL101526329NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE007N14DW1","727786","FFSL020924","FFSL21224CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338D01028","524370","BODALCHEM","BODAL CHEMICALS LTD","78.08","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08BO2","958661","83REC29","RECL8325319PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE191A01027","524372","ORCHPHARMA","ORCHID PHARMA LIMITED","1449.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE700G14LM9","727787","HSL020924","HSL21224CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE985V07066","974844","950AFL26","AFPL95015526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE579C01029","524394","VIMTALABS","VIMTA LABS LTD","572.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE829A01014","524396","BIOFILCHEM","BIOFIL CHEMICALS  PHARMACEUTI","69.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE806D01016","524400","ISHITADR","ISHITA DRUGS  INDUSTRIES LTD","78.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE835H07120","957133","84MBEL28","MBEL84031028PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750C01026","524404","MARKSANS","MARKSANS PHARMA LTD","291.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE113E01015","524408","UNIVSTAR","UNIVERSAL STARCHCHEM ALLIED L","228.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198H01019","524412","AAREYDRUGS","AAREY DRUGS  PHARMACEUTICALS","63.46","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE744C01029","524414","NORRIS","NORRIS MEDICINES LTD","17.95","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BX4","959228","7NABARD30","NABARD743310130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE810M01019","524434","ASINPET","ASIAN PETROPRODUCTS  EXPORTS","16.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198C01010","524440","CAMEXLTD","CAMEX LTD","59.36","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SV7","939375","1025SCFL34","SC102526334NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE313M01030","524444","EVEXIA","EVEXIA LIFECARE LIMITED","4.26","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE835H07138","957134","84MBEL29","MBEL84031029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE319N01019","524458","INDOEURO","INDO EURO INDCHEM LTD","16.98","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE036D01028","590003","KARURVYSYA","KARUR VYSYA BANK LTD","227.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE484C01030","590005","VEEDOL","VEEDOL CORPORATION LIMITED","1971.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE312C01025","524470","SYNCOMF","SYNCOM FORMULATIONS INDIA LT","20.83","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE891K08059","956927","808AFL27","AFL80814927PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CN5","950458","850PFCL24","PFC850151224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CP0","950459","880PFCL25","PFC88015125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CS4","950460","890PFCL25","PFC89015325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE445C01015","590013","XPROINDIA","XPRO INDIA LTD","1141.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SQ7","939381","1025SCL34","SCL102526334NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE249D01019","524480","RIDDHI","RIDDHI SIDDHI GLUCO BIOLS LTD","615.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DS2","950465","946PFCL26","PFC9461826PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE598C01011","590018","HISARMETAL","HISAR METAL INDUSTRIES LTD","183.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DU8","950467","945PFCL26","945PFC26","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FL2","950468","900PFCL28","PFC90011328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE838B01013","590021","BHARATRAS","BHARAT RASAYAN LTD","11359.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FQ1","950471","894PFCL28","PFC89425328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE038B01010","524488","SVCIND","SVC INDUSTRIES LIMITED","4.98","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE424C01010","590025","GINNIFILA","GINNI FILAMENTS LTD","30.81","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01CY077L6","939383","11IFL25","IFL1119525NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE571A01038","524494","IPCALAB","IPCA LABORATORIES LTD","1608.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE244A01016","590031","DENORA","DE NORA INDIA LTD","1292.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN001226C074","800449","GS16DEC2026","GS16DEC2026C","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE729D01010","524500","KILITCH","KILITCH DRUGS INDIA LTD","321.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07125","950485","775PFCL26","PFC775151011PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE548H01015","524502","RAAJMEDI","RAAJ MEDISAFE INDIA LTD","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01CY077T9","939385","1150IFL26","IFL115019426NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE270D01015","524504","REVAORG","REVATI ORGANICS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE641C01019","590041","KAVVERITEL","KAVVERI TELECOM PRODUCTS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE683E01017","524506","CORALAB","CORAL LABORATORIES LTD","845.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07087","955770","897UPPCL25","UPPCL89714225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07141","950494","816PFCL26","PFC816251126PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338I14IF4","727791","MOFS020924","MOFSL21224CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07240","950497","872PFCL22A","PFC87230327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276N01011","524514","TULASEEBIOE","TULASEE BIOETHANOL LTD","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE667G01023","590051","SAKSOFT","SAKSOFT LTD","236.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE711D01018","524516","BACPHAR","BACIL PHARMA LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE268B01013","524518","KREBSBIO","KREBS BIOCHEMICALS  INDUSTRIE","83.4","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE879K01018","524520","KMCSHIL","KMC SPECIALITY HOSPITALS INDI","82.16","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE217G01035","590057","EQUIPPP","EQUIPPP SOCIAL IMPACT TECHNOLO","23.61","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE919B01011","524522","LAFFANSQ","LAFFANS PETROCHEMICALS LTD","48.28","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715B01021","590062","ANDHRSUGAR","ANDHRA SUGARS LTD","106.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE805C01028","590066","KCP","KCPLTD","218.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE731C01018","590068","KHAITANLTD","KHAITAN INDIA LTD","87.19","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE972C01018","524534","BHASKAGR","BHASKAR AGROCHEMICALS LTD","62.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE660A01013","590071","SUNDARMFIN","SUNDARAM FINANCE LTD","4873.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE073D01013","590072","SUNDRMBRAK","SUNDARAM BRAKE LININGS LTD","823.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715A01015","590073","WHEELS","WHEELS INDIA LTD","697.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE112F01022","590075","LAMBODHARA","LAMBODHARA TEXTILES LTD","156.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE07GA01011","543391","SGFRL","SUYOG GURBAXANI FUNICULAR ROPE","0.0","",,"0.05","1500","EQUITY",,"BSE_EQ"
"BSE_EQ|INE450E01029","524542","SUKHJITS","SUKHJIT STARCH  CHEMICALS LTD","259.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE06DM01015","524546","SATAGRI","SATIATE AGRI LIMITED","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE465H01012","524548","SHARMEH","SHARMA EAST INDIA HOSPITALS ","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE725E01024","590086","ORISSAMINE","ORISSA MINERALS DEVELOPMENT CO","8098.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE765G01017","540716","ICICIGI","ICICI LOMBARD GENERAL INSURANC","1918.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A08OK1","959112","10CIFPERP","CIFCL1075PERPETUALPVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403G07095","975479","825SCCL29","SCCL82511329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE794A01010","524558","NEULANDLAB","NEULAND LABORATORIES LTD","14542.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB17I5","590095","GOLDBEES","NIPPON INDIA ETF GOLD BEES","66.64","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01037","590096","LIQUIDBEES","NIPPON INDIA ETF LIQUID BEES","1000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174KA1HJ8","590097","GOLD1","KOTAK MAHINDRA MUTUAL FUND  K","67.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA16D8","590098","SETFGOLD","SBI MUTUAL FUND  SBI GOLD EXC","68.56","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01408","590099","QGOLDHALF","QUANTUM GOLD FUND  EXCHANGE T","66.3","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE052E01015","524564","GAYATRIBI","GAYATRI BIOORGANICS LTD","6.38","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF789F1AUX7","590101","GOLDSHARE","UTI MUTUAL FUND  UTI GOLD EXC","67.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB14I2","590103","NIFTYBEES","NIPPON INDIA ETF NIFTY BEES","272.33","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01045","590104","JUNIORBEES","NIPPON INDIA ETF JUNIOR BEES","756.34","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371C01013","524570","PODDARMENT","PODDAR PIGMENTS LTD","416.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF373I01023","590107","PSUBANK","KOTAK MAHINDRA MUTUAL FUND  K","674.17","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE117D01018","524572","PHARMAID","PHARMAIDS PHARMACEUTICALS LTD","53.98","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01128","590109","SHARIABEES","NIPPON INDIA ETF SHARIAH BEES","553.53","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01028","590110","QNIFTY","QUANTUM NIFTY 50 ETF","2632.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE737C01023","524576","VIVIDIND","VIVID GLOBAL INDUSTRIES LTD","20.61","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB19I1","590113","HNGSNGBEES","NIPPON INDIA ETF HANG SENG BEE","332.66","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF247L01536","590115","MOM50","MOTILAL OSWAL MUTUAL FUND","251.4","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE686C01014","524580","PRIYALT","PRIYA LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H07BT6","955782","85ILFSFS27","ILFSFSL8520227PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE314D01011","524582","TIRUSTA","TIRUPATI STARCH  CHEMICALS LT","163.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE422G01015","524590","HEMORGANIC","HEMO ORGANIC LIMITED","10.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE263B01022","524592","JAYSYNTH","JAYSYNTH ORGOCHEM LIMITED","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08IT9","955784","76PFCL27","PFC76020227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994D01010","524594","AEONXDIGI","AEONX DIGITAL TECHNOLOGY LIMIT","157.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE542B01011","524598","AKSHARCHEM","AKSHARCHEM INDIA LTD","295.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01F59","590136","BANKNIFTY1","KOTAK MAHINDRA MUTUAL FUND  P","529.92","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA1580","590137","SETFNIFBK","SBI MUTUAL FUNDPERMITTED","525.92","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE875N01036","524602","BANDARAM","BANDARAM PHARMA PACKTECH LIMIT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276T01018","524604","ADLINE","ADLINE CHEM LAB LIMITED","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE835H07146","957135","84MBEL30","MBEL84029330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE415H01017","524606","BERLDRG","BERYL DRUGS LTD","38.55","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08676","974593","740PGCL33","PGCL74017233PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE056E01024","524614","INDXTRA","IEL LIMITED","5.84","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532B01020","524622","ISTRNETWK","ISTREET NETWORK LIMITED","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE076D01016","524624","GAGAN","GAGAN GASES LTD","23.63","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE327G01032","540728","SAYAJIIND","SAYAJI INDUSTRIES LIMITED","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750B01010","524628","PARKERAC","PARKER AGROCHEM EXPORTS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE582L14HQ0","727795","THDC020924","THDC21224CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE551C01028","524632","SHUKRAPHAR","SHUKRA PHARMACEUTICALS LIMITED","73.7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE058F01019","524634","ALUFLUOR","ALUFLUORIDE LTD","377.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE102E01018","524636","OXYGENTAPH","OXYGENTA PHARMACEUTICAL LIMITE","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062Y01012","540730","MEHAI","MEHAI TECHNOLOGY  LIMITED","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE078I01011","524640","ARCHITORG","ARCHIT ORGANOSYS LTD","46.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE528E01022","524642","SIKOZY","SIKOZY REALTORS LIMITED","1.32","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07182","961718","PFCBT1S4","PFCBT1S4","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE760F01028","524648","INDOAMIN","INDO AMINES LTD","174.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE788B01028","524652","INDSWFTLTD","INDSWIFT LTD","22.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE936B01015","524654","NATCAPSUQ","NATURAL CAPSULES LTD","307.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532F07FM4","939411","EFS290424","EFSL29427NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE331C01017","524661","WELCURE","WELCURE DRUGS  PHARMACEUTICAL","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994B01014","524663","BIBCL","BHARAT IMMUNOLOGICALS  BIOLOG","25.03","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE035D01020","524667","SOTL","SAVITA OIL TECHNOLOGIES LTD","533.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE782E01017","524669","HESTERBIO","HESTER BIOSCIENCES LTD","2389.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE645C01010","524675","KABSON","KABSONS INDUSTRIES LTD","41.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE00WJ08019","958025","JFCZC28","JFCZC27628PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE402Y01028","540738","STL","SHREEJI TRANSLOGISTICS LIMITED","21.63","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE473E01021","524687","BASANTGL","BASANT AGRO TECH INDIA LTD","19.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DK6","960409","594RECL26","RECL59431126PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE751D01014","524703","SANDUPHQ","SANDU PHARMACEUTICALS LTD","56.33","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08182","959117","899BOBPER","BOB899PERPETUALPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE295D01020","524709","NACLIND","NACL INDUSTRIES LIMITED","54.08","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE427C01021","524711","VISTAPH","VISTA PHARMACEUTICALS LTD","13.1","",,"0.01","1","EQUITY",,"BSE_EQ"
