,ISIN_code,instrument_key,company_name,industry,symbol,timestamp,open,high,low,close,volume,open_interest,average_price,daily_return,price_change,price_range,last_close,delta_close,sma_3
82,INE021A01026,NSE_EQ|INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,2024-10-25,2975.5,3015.55,2952.0,2958.0,1047769.0,0.0,2975.26,-0.59,-17.5,57.55,2972.0,-14.0,2973.23
83,INE021A01026,NSE_EQ|INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,2024-10-28,2987.9,3021.7,2963.05,3001.85,504961.0,0.0,2993.63,0.47,13.95,19.85,2958.0,43.85,2977.28
84,INE021A01026,NSE_EQ|INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,2024-10-29,3020.0,3028.0,2941.1,2992.85,613459.0,0.0,2995.49,-0.9,-27.15,35.15,3001.85,-9.0,2984.23
85,INE021A01026,NSE_EQ|INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,2024-10-30,3006.0,3006.0,2963.55,2996.65,812725.0,0.0,2993.05,-0.31,-9.35,9.35,2992.85,3.8,2997.12
86,INE021A01026,NSE_EQ|INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,2024-10-31,2994.2,2996.5,2919.0,2935.65,1031171.0,0.0,2961.34,-1.96,-58.55,60.85,2996.65,-61.0,2975.05
87,INE021A01026,NSE_EQ|INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,2024-11-01,2958.0,2965.75,2930.0,2939.85,112249.0,0.0,2948.4,-0.61,-18.15,25.9,2935.65,4.2,2957.38
88,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-03,1207.5,1219.15,1173.1,1175.7,17300892.0,0.0,1193.86,-2.63,-31.8,43.45,,,1175.7
89,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-04,1175.5,1202.8,1174.0,1178.4,13064515.0,0.0,1182.68,0.25,2.9,24.4,1175.7,2.7,1177.05
90,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-07,1182.95,1184.85,1130.9,1145.7,20047013.0,0.0,1161.1,-3.15,-37.25,39.15,1178.4,-32.7,1166.6
91,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-08,1153.0,1168.35,1142.5,1153.3,8464570.0,0.0,1154.29,0.03,0.3,15.05,1145.7,7.6,1159.13
92,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-09,1154.0,1185.0,1154.0,1170.15,9807734.0,0.0,1165.79,1.4,16.15,14.85,1153.3,16.85,1156.38
93,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-10,1177.0,1191.0,1175.05,1184.25,6806243.0,0.0,1181.83,0.62,7.25,6.75,1170.15,14.1,1169.23
94,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-11,1182.5,1188.2,1166.0,1172.45,4754158.0,0.0,1177.29,-0.85,-10.05,15.75,1184.25,-11.8,1175.62
95,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-14,1171.55,1175.0,1156.6,1164.35,9765296.0,0.0,1166.88,-0.61,-7.2,10.65,1172.45,-8.1,1173.68
96,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-15,1166.1,1172.0,1149.5,1153.85,8741516.0,0.0,1160.36,-1.05,-12.25,18.15,1164.35,-10.5,1163.55
97,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-16,1151.0,1162.95,1148.1,1153.2,7739854.0,0.0,1153.81,0.19,2.2,9.75,1153.85,-0.65,1157.13
98,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-17,1151.0,1151.35,1124.0,1131.85,6595231.0,0.0,1139.55,-1.66,-19.15,19.5,1153.2,-21.35,1146.3
99,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-18,1158.0,1203.85,1156.05,1196.85,20829666.0,0.0,1178.69,3.35,38.85,7.0,1131.85,65.0,1160.63
100,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-21,1196.85,1214.8,1185.55,1190.3,7456038.0,0.0,1196.88,-0.55,-6.55,24.5,1196.85,-6.55,1173.0
101,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-22,1194.25,1198.0,1173.35,1175.75,7256246.0,0.0,1185.34,-1.55,-18.5,22.25,1190.3,-14.55,1187.63
102,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-23,1175.1,1183.15,1158.65,1160.4,6501834.0,0.0,1169.33,-1.25,-14.7,22.75,1175.75,-15.35,1175.48
103,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-24,1165.0,1175.2,1154.65,1167.35,5046700.0,0.0,1165.55,0.2,2.35,7.85,1160.4,6.95,1167.83
104,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-25,1187.0,1201.75,1170.0,1189.35,12798716.0,0.0,1187.03,0.2,2.35,12.4,1167.35,22.0,1172.37
105,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-28,1194.0,1194.0,1167.05,1171.6,8572243.0,0.0,1181.66,-1.88,-22.4,22.4,1189.35,-17.75,1176.1
106,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-29,1176.4,1191.2,1157.6,1186.85,9908946.0,0.0,1178.01,0.89,10.45,4.35,1171.6,15.25,1182.6
107,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-30,1178.75,1187.65,1164.3,1170.4,9686560.0,0.0,1175.28,-0.71,-8.35,17.25,1186.85,-16.45,1176.28
108,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-10-31,1165.5,1178.0,1153.85,1159.55,8682294.0,0.0,1164.23,-0.51,-5.95,18.45,1170.4,-10.85,1172.27
109,INE238A01034,NSE_EQ|INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,2024-11-01,1164.05,1172.5,1164.0,1169.55,460781.0,0.0,1167.53,0.47,5.5,2.95,1159.55,10.0,1166.5
