,ISIN_code,instrument_key,timestamp,open,high,low,close,volume,open_interest
0,INE423A01024,NSE_EQ|INE423A01024,2024-11-01,2960.0,2975.6,2928.4,2949.5,304673.0,0.0
1,INE423A01024,NSE_EQ|INE423A01024,2024-10-31,2967.9,2976.5,2933.85,2947.25,1156390.0,0.0
2,INE423A01024,NSE_EQ|INE423A01024,2024-10-30,2864.0,2997.15,2815.05,2969.3,2884272.0,0.0
3,INE423A01024,NSE_EQ|INE423A01024,2024-10-29,2803.0,2863.05,2732.85,2848.6,1529844.0,0.0
4,INE423A01024,NSE_EQ|INE423A01024,2024-10-28,2701.1,2822.4,2672.1,2798.65,1385033.0,0.0
5,INE423A01024,NSE_EQ|INE423A01024,2024-10-25,2845.0,2847.0,2654.7,2693.45,1954174.0,0.0
6,INE423A01024,NSE_EQ|INE423A01024,2024-10-24,2841.05,2875.15,2807.9,2830.2,942066.0,0.0
7,INE423A01024,NSE_EQ|INE423A01024,2024-10-23,2840.85,2879.0,2820.1,2835.55,1270530.0,0.0
8,INE423A01024,NSE_EQ|INE423A01024,2024-10-22,2938.0,2955.0,2818.0,2823.8,1209732.0,0.0
9,INE423A01024,NSE_EQ|INE423A01024,2024-10-21,3005.15,3014.95,2916.95,2937.65,1051690.0,0.0
10,INE423A01024,NSE_EQ|INE423A01024,2024-10-18,2990.0,3031.7,2968.1,3002.0,796339.0,0.0
11,INE423A01024,NSE_EQ|INE423A01024,2024-10-17,3089.95,3100.0,2993.0,3013.75,2655289.0,0.0
12,INE423A01024,NSE_EQ|INE423A01024,2024-10-16,3098.0,3115.4,3061.0,3085.9,543476.0,0.0
13,INE423A01024,NSE_EQ|INE423A01024,2024-10-15,3124.0,3128.0,3091.5,3104.7,371613.0,0.0
14,INE423A01024,NSE_EQ|INE423A01024,2024-10-14,3145.0,3150.1,3092.85,3101.1,437728.0,0.0
15,INE423A01024,NSE_EQ|INE423A01024,2024-10-11,3174.2,3190.0,3116.0,3137.2,1035260.0,0.0
